Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,brand,url,name,description,price,currency,terms,section,season,material,origin
203998,Front of Store,No,clothing,No,755,Zara,https://www.zara.com/us/en/suede-penny-loafers-p12644320.html,BELTED FINE KNIT SWEATER NAVY,Sweater made with 63% alpaca. Round neck and long sleeves.,79.95,USD,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
212771,End-cap,Yes,clothing,No,1531,Zara,https://www.zara.com/us/en/pocket-overshirt-p05070314.html,TEXTURED TECHNICAL PADDED JACKET IVORY,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,50.99,USD,jackets,WOMAN,Winter,Polyester,Bangladesh
218162,End-cap,No,clothing,Yes,1001,Zara,https://www.zara.com/us/en/suede-sneakers-p12216320.html,BAGGY FIT JEANS OLIVE,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,19.99,USD,jackets,WOMAN,Autumn,Cotton,Vietnam
201342,Aisle,No,clothing,No,656,Zara,https://www.zara.com/us/en/purl-knit-sweater-p03332300.html,HIGH-WAIST CROPPED OVERSHIRT GREY,Sweater with high collar and long sleeves. Front pocket. Side vents at hem. Rib trim.,49.0,USD,jackets,MAN,Autumn,Acrylic,Pakistan
211023,Aisle,Yes,clothing,No,1348,Zara,https://www.zara.com/us/en/100-wool-suit-jacket-p05955218.html,OVERSIZED POCKET DENIM OVERSHIRT IVORY,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,20.99,USD,t-shirts,MAN,Spring,Linen Blend,Vietnam
202236,Front of Store,No,clothing,No,930,Zara,https://www.zara.com/us/en/multipiece-sneakers-p12215320.html,SLIM SUIT JACKET IN 100% LINEN KHAKI,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,48.99,USD,sweaters,WOMAN,Summer,Linen,China
203364,Aisle,Yes,clothing,No,1496,Zara,https://www.zara.com/us/en/ripped-straight-fit-jeans-p03991404.html,SATIN HERRINGBONE TEXTURED JACKET SAND,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,14.99,USD,jackets,WOMAN,Winter,Wool,Cambodia
205128,End-cap,No,clothing,No,669,Zara,https://www.zara.com/us/en/100-feather-fill-puffer-jacket-p00155480.html,STRUCTURED RETRO HIGH TOP SNEAKERS SAND,Long sleeve high collar cropped sweater. Frayed hem.,89.99,USD,jackets,WOMAN,Autumn,Wool,Brazil
211966,End-cap,Yes,clothing,No,1564,Zara,https://www.zara.com/us/en/contrast-interior-sweater-p04696400.html,JEWEL KNIT SWEATER BEIGE,Sandals. Made of leather with a suede finish. Two crossed wide straps at instep. Thick lightweight soles.,13.99,USD,sweaters,WOMAN,Summer,Wool,Pakistan
213674,Aisle,No,clothing,Yes,797,Zara,https://www.zara.com/us/en/textured-weave-overshirt-p01608101.html,DOUBLE FACED JACKET BEIGE #3,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect.Asymmetric hem with side vents. Front button closure.,49.99,USD,shoes,WOMAN,Spring,Polyester,Bangladesh
212986,End-cap,Yes,clothing,Yes,1268,Zara,https://www.zara.com/us/en/structured-twill-overshirt-p06861430.html,SATIN SUIT JACKET IN 100% LINEN BURGUNDY,Fisherman sandals. Made of leather with a suede finish. Crossed straps at front. Buckled ankle strap closure. Slightly chunky soles.,13.99,USD,jackets,WOMAN,Spring,Linen,Bangladesh
212190,Front of Store,No,clothing,Yes,868,Zara,https://www.zara.com/us/en/knit-sweater-with-buttons-p08851131.html,QUILTED POCKET PUFFER JACKET BLACK,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,25.95,USD,t-shirts,MAN,Spring,Cotton,China
203345,Aisle,No,clothing,No,1082,Zara,https://www.zara.com/us/en/faux-fur-jewel-sweater-p07901339.html,RELAXED TUXEDO JACKET WHITE,Sweater made with 31% wool. Round neck and long sleeves. Rib trim.,21.99,USD,jackets,WOMAN,Winter,Acrylic,Vietnam
208069,End-cap,No,clothing,No,756,Zara,https://www.zara.com/us/en/chunky-sole-multipiece-sneakers-p12266220.html,PLEATED CROPPED BOMBER JACKET LIMITED EDITION STONE,Short sweater with round neck and long sleeves.,49.99,USD,jackets,MAN,Autumn,Wool Blend,India
214920,End-cap,Yes,clothing,No,1604,Zara,https://www.zara.com/us/en/bomber-jacket-p05344402.html,OVERSIZED PUFFER JACKET WITH POUCH POCKET KHAKI,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front zip closure.,16.99,USD,jackets,WOMAN,Autumn,Wool,Bangladesh
209889,Aisle,No,clothing,No,839,Zara,https://www.zara.com/us/en/knit-open-back-pearly-sweater-p04331152.html,OVERSIZED CROPPED LEATHER JACKET NAVY,Jacket made of waxed finish fabric with lightly padded interior. Contrast fabric lapel collar. Long sleeves. Patch pockets at hip. Interior pocket. Slightly cropped length. Front hidden zip and button closure.,45.99,USD,t-shirts,MAN,Autumn,Wool Blend,Brazil
206716,Front of Store,No,clothing,Yes,835,Zara,https://www.zara.com/us/en/100-feather-fill-puffer-jacket-p00155480.html,BELTED LIGHTWEIGHT BOMBER JACKET BEIGE,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,25.99,USD,jeans,WOMAN,Autumn,Denim,China
202486,End-cap,No,clothing,No,926,Zara,https://www.zara.com/us/en/suede-fisherman-sandals-p12436320.html,DOUBLE-BREASTED REVERSIBLE PLAID OVERSHIRT SKY BLUE,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,19.95,USD,jackets,WOMAN,Autumn,Viscose,Morocco
215387,Aisle,No,clothing,No,938,Zara,https://www.zara.com/us/en/colorblock-knit-crop-sweater-p05536008.html,HIGH-WAIST TEXTURED SWEATER CHARCOAL,Regular fit overshirt with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Front button closure.,21.99,USD,jackets,WOMAN,Winter,Acrylic,Turkey
215954,End-cap,No,clothing,Yes,799,Zara,https://www.zara.com/us/en/oversized-cropped-jacket-limited-edition-p04304672.html,BELTED STRIPED CROP KNIT SWEATER NAVY,Slip on sneakers. Made of leather with a suede finish. Upper in a combination of pieces. Chunky sole.,35.99,USD,sweaters,MAN,Autumn,Wool Blend,Bangladesh
209151,Front of Store,Yes,clothing,Yes,1348,Zara,https://www.zara.com/us/en/faux-shearling-lined-suede-boots-p12050320.html,HIGH-WAIST TECHNICAL JACKET WITH POCKETS SKY BLUE,Regular fit overshirt made of 22% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Side vents at hem. Front button closure.,51.99,USD,shoes,MAN,Autumn,Wool,Vietnam
202869,Aisle,Yes,clothing,No,1358,Zara,https://www.zara.com/us/en/oversized-knit-sweater-p09598288.html,LINEN OVERSIZED BOMBER JACKET CHARCOAL,Sneakers. Pieces and topstitching at upper. Lacing with six pairs of eyelets. Contrasting slightly chunky soles.,26.99,USD,shoes,MAN,Spring,Cotton,Vietnam
203132,Aisle,No,clothing,No,785,Zara,https://www.zara.com/us/en/technical-padded-jacket-p06518501.html,TEXTURED STRUCTURED TWILL OVERSHIRT OLIVE,Round neck long sleeve sweater. Openwork detail with rips.,63.99,USD,sweaters,WOMAN,Winter,Wool Blend,Bangladesh
207788,Aisle,No,clothing,Yes,783,Zara,https://www.zara.com/us/en/hooded-technical-jacket-p00155502.html,TAILORED BAGGY FIT JEANS WHITE,Wide fit jeans. Adjustable interior elastic waistband with front pleats. Front pockets and back patch pockets. Washed effect. Front zip and button closure.,59.95,USD,jackets,WOMAN,Autumn,Cotton,India
203101,Aisle,Yes,clothing,Yes,1474,Zara,https://www.zara.com/us/en/textured-pocket-jacket-p03918500.html,OVERSIZED KNIT SWEATER OLIVE,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,41.95,USD,jackets,WOMAN,Winter,Wool,Turkey
214158,Front of Store,Yes,clothing,Yes,1664,Zara,https://www.zara.com/us/en/suit-jacket-in-100-linen-p04307408.html,BELTED TEXT T-SHIRT BEIGE,Round neck long sleeve sweater. Side slit at hem with metal bead appliqués.,28.99,USD,sweaters,WOMAN,Summer,Cotton,Portugal
211046,Aisle,No,clothing,No,699,Zara,https://www.zara.com/us/en/faux-suede-overshirt-p03715303.html,REGULAR BASIC FOIL KNIT SWEATER NAVY,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,79.95,USD,jackets,WOMAN,Autumn,Wool,China
219182,Front of Store,Yes,clothing,No,1470,Zara,https://www.zara.com/us/en/multicolor-sneakers-p12304320.html,PLEATED ACID WASH DENIM JACKET BLACK,Running shoes. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Chunky lug soles. Retro-inspired design.,33.99,USD,jackets,WOMAN,Autumn,Cotton,Pakistan
218207,Front of Store,Yes,clothing,Yes,1412,Zara,https://www.zara.com/us/en/baggy-fit-jeans-limited-edition-p03991480.html,PLEATED POCKET JACKET SAND,Cotton knit T-shirt. Round neck and short sleeves.,31.99,USD,jackets,MAN,Spring,Linen Blend,Bangladesh
211783,Aisle,No,clothing,No,704,Zara,https://www.zara.com/us/en/striped-knit-sweater-p06427115.html,SLIM GATHERED WAIST KNIT SWEATER KHAKI,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,119.95,USD,t-shirts,WOMAN,Autumn,Wool,Bangladesh
203572,Front of Store,No,clothing,No,857,Zara,https://www.zara.com/us/en/baggy-fit-jeans-p06688486.html,BOXY FIT DENIM JACKET SAND,Jacket made of faux leather fabric. Lapel collar with snap button details. Long sleeves with zip cuffs. Front zip pockets at chest and hip. Interior pocket. Asymmetric front closure with metal zipper.,29.95,USD,jackets,WOMAN,Autumn,Denim,China
203105,Aisle,No,clothing,No,1005,Zara,https://www.zara.com/us/en/striped-crop-knit-sweater-p06771158.html,PURL KNIT SWEATER IVORY,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,32.0,USD,t-shirts,MAN,Winter,Wool,Bangladesh
204540,Aisle,Yes,clothing,Yes,1536,Zara,https://www.zara.com/us/en/gathered-waist-knit-sweater-p05536012.html,HIGH-WAIST ASYMMETRICAL WOOL AND SILK BLEND SWEATER NAVY,Regular fit overshirt made of cotton. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,24.95,USD,jackets,MAN,Winter,Acrylic,Portugal
205708,Aisle,No,clothing,No,970,Zara,https://www.zara.com/us/en/paint-print-overshirt-p05320305.html,OVERSIZED BASIC 100% WOOL SWEATER BURGUNDY,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,19.95,USD,jackets,WOMAN,Autumn,Wool Blend,India
214141,Front of Store,No,clothing,Yes,1062,Zara,https://www.zara.com/us/en/cashmere-blend-knit-sweater-p02893169.html,UTILITY HOODED DENIM JACKET,Round neck long sleeve sweater. Contrasting piping detail. Rib trim.,17.95,USD,jackets,WOMAN,Winter,Acrylic,China
208957,Front of Store,No,clothing,No,932,Zara,https://www.zara.com/us/en/striped-knit-sweater-p06427115.html,SATIN TECHNICAL PADDED JACKET ECRU,V-neck sweater with long sleeves. Rib trim.,49.95,USD,jackets,WOMAN,Winter,Wool,China
204838,Aisle,Yes,clothing,Yes,1359,Zara,https://www.zara.com/us/en/straight-suit-jacket-p04143291.html,UTILITY STRUCTURED TEXT T-SHIRT SAND,Overshirt made of diagonal textured cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,47.99,USD,t-shirts,WOMAN,Spring,Linen,China
210756,Aisle,Yes,clothing,Yes,1359,Zara,https://www.zara.com/us/en/pocket-overshirt-p05070605.html,REGULAR HOODED KNIT CARDIGAN STONE,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,23.99,USD,shoes,WOMAN,Autumn,Wool Blend,China
205280,End-cap,No,clothing,No,914,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html,BELTED HIKING BOOTS,Jacket made of Italian wool. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,35.99,USD,jackets,WOMAN,Autumn,Wool,China
216938,Aisle,Yes,clothing,No,1490,Zara,https://www.zara.com/us/en/textured-pocket-overshirt-p01934436.html,REGULAR BAGGY FIT JEANS SAND,Round neck short sleeve sweater. Soft feel faux fur fabric. Jewel appliqués.,56.99,USD,jackets,WOMAN,Winter,Wool,Spain
217273,Aisle,No,clothing,Yes,1013,Zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p08574500.html,CONTRASTING PATCHES HOODED JACKET WHITE #3,High shaft boots. Lacing with eight pairs of eyelets. Back pull tab for ease. Rounded shape. Chunky lug soles.,25.95,USD,jackets,WOMAN,Spring,Polyester,Portugal
204282,Front of Store,Yes,clothing,Yes,1613,Zara,https://www.zara.com/us/en/hooded-technical-jacket-p01538301.html,SLIM TEXTURED SWEATER IVORY,Sweater made of 30% wool thread. Round neck and long sleeves. Rib trim.,14.99,USD,jackets,MAN,Winter,Wool Blend,Bangladesh
219488,Aisle,No,clothing,No,896,Zara,https://www.zara.com/us/en/100-linen-overshirt-p04224708.html,SLIM V-NECK KNIT SWEATER BROWN,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,35.95,USD,sweaters,WOMAN,Autumn,Acrylic,China
207917,Aisle,Yes,clothing,No,1392,Zara,https://www.zara.com/us/en/knit-v-neck-sweater-p06771003.html,TAILORED SOFT JEWEL SWEATER,Jacket made of technical fabric with lightly padded interior. Rib elastic collar and long sleeves. Zip pockets at hip. Elastic hem. Front zip closure.,72.95,USD,jackets,WOMAN,Winter,Acrylic,China
219606,Aisle,Yes,clothing,Yes,1608,Zara,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html,REGULAR HIGH COLLAR KNIT SWEATER ECRU,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,20.99,USD,jackets,WOMAN,Winter,Wool,India
212000,Aisle,No,clothing,No,918,Zara,https://www.zara.com/us/en/zippered-jacket-p04087418.html,EMBROIDERED WOOL BLEND SUIT JACKET BEIGE,Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.,25.95,USD,jackets,MAN,Winter,Wool Blend,Portugal
208102,Front of Store,Yes,clothing,No,1150,Zara,https://www.zara.com/us/en/wool-blend-jacket-p05854654.html,TEXTURED POCKET DENIM OVERSHIRT OLIVE,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,35.95,USD,jackets,MAN,Autumn,Denim,India
212677,End-cap,No,clothing,No,910,Zara,https://www.zara.com/us/en/faux-leather-puffer-jacket-p03833302.html,LINEN GATHERED WAIST KNIT SWEATER,Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,35.95,USD,jackets,WOMAN,Spring,Linen,Turkey
211115,Aisle,Yes,clothing,Yes,1021,Zara,https://www.zara.com/us/en/slim-fit-suit-jacket-p01564520.html,OVERSIZED PLEATED WIDE FIT JEANS BROWN,Sneakers. Made of leather. Combination of finishes and materials at upper. Lacing with seven pairs of eyelets. Chunky sole in a combination of colors. Retro-inspired design.,80.0,USD,sweaters,MAN,Autumn,Denim,China
218537,End-cap,Yes,clothing,Yes,1170,Zara,https://www.zara.com/us/en/textured-jacket-p04302457.html,QUILTED BASIC 100% WOOL SWEATER BROWN,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Irregular trim. Front button closure.,40.99,USD,jackets,MAN,Autumn,Acrylic,Bangladesh
199637,Front of Store,Yes,clothing,Yes,1408,Zara,https://www.zara.com/us/en/cropped-washed-t-shirt-p03665403.html,TECHNICAL OVERSHIRT NAVY,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,20.95,USD,jackets,WOMAN,Spring,Linen,Portugal
212369,End-cap,No,clothing,Yes,743,Zara,https://www.zara.com/us/en/chunky-sole-high-top-sneakers-p12104320.html,STRUCTURED OVERSIZE FIT T-SHIRT WHITE,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,89.95,USD,jackets,WOMAN,Spring,Linen,Bangladesh
213575,Front of Store,Yes,clothing,Yes,1707,Zara,https://www.zara.com/us/en/slim-fit-suit-jacket-p01564520.html,UTILITY KNIT SWEATER WITH PEARLS CHARCOAL,Puffer jacket made of shiny finish technical fabric. Fill is a blend of 80% down and 20% feathers. High collar with adjustable hood and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip closure.,25.95,USD,jackets,WOMAN,Winter,Wool Blend,Vietnam
203404,Aisle,Yes,clothing,Yes,1168,Zara,https://www.zara.com/us/en/striped-textured-overshirt-p04179056.html,DOUBLE-BREASTED OVERSIZED CROPPED JACKET LIMITED EDITION,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,64.99,USD,sweaters,MAN,Autumn,Polyester,Turkey
219176,Front of Store,Yes,clothing,Yes,1613,Zara,https://www.zara.com/us/en/faux-suede-jacket-p08281652.html,RIBBED ASYMMETRICAL WOOL AND SILK BLEND SWEATER ECRU,Ribbed sweater with round neck and long sleeves. Ripped hem.,25.99,USD,shoes,WOMAN,Winter,Wool,Vietnam
213496,Aisle,No,clothing,No,852,Zara,https://www.zara.com/us/en/printed-cropped-fit-shirt-limited-edition-p06224490.html,QUILTED COLORBLOCK KNIT CROP SWEATER NAVY,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,19.99,USD,t-shirts,MAN,Autumn,Polyester,China
208106,Aisle,Yes,clothing,No,1409,Zara,https://www.zara.com/us/en/plaid-overshirt-p00794432.html,STRUCTURED VISCOSE BLEND KNIT T-SHIRT NAVY,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,22.99,USD,shoes,WOMAN,Spring,Linen,China
219466,End-cap,No,clothing,No,1022,Zara,https://www.zara.com/us/en/cable-knit-metallic-sweater-p04369103.html,TAILORED TECHNICAL PADDED JACKET GREY,Sandals. Made of leather with a suede finish. Two crossed wide straps at instep. Thick lightweight soles.,17.99,USD,jackets,WOMAN,Summer,Cotton,Turkey
219592,Aisle,Yes,clothing,Yes,1718,Zara,https://www.zara.com/us/en/cashmere-blend-knit-sweater-p02893169.html,HIGH-WAIST FINE KNIT CROP SWEATER,Sandals. Made of leather with a suede finish. Two crossed wide straps at instep. Thick lightweight soles.,18.99,USD,jackets,WOMAN,Summer,Wool,Bangladesh
202891,End-cap,No,clothing,Yes,823,Zara,https://www.zara.com/us/en/pocket-overshirt-p05070314.html,POCKET JACKET BLACK,Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,69.99,USD,shoes,WOMAN,Spring,Polyester,Portugal
216543,Front of Store,Yes,clothing,Yes,1545,Zara,https://www.zara.com/us/en/mock-neck-wool-and-silk-blend-knit-top-p09598125.html,ABSTRACT JACQUARD SWEATER SAND,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,17.99,USD,t-shirts,WOMAN,Winter,Wool,Spain
205375,Aisle,No,clothing,Yes,1118,Zara,https://www.zara.com/us/en/rib-collar-jacket-p08281410.html,RIBBED ACID WASH DENIM JACKET SKY BLUE,Sweater made of 100% wool. Round neck and long sleeves. Ribbed trim.,52.0,USD,jackets,WOMAN,Winter,Wool Blend,Bangladesh
208243,Front of Store,Yes,clothing,Yes,1484,Zara,https://www.zara.com/us/en/leather-biker-jacket-p05833412.html,STRETCH CABLE KNIT METALLIC SWEATER ECRU,Jacket made of technical fabric with padded interior. High collar and long sleeves with elastic cuffs. Front pockets with hidden zip closure. Elastic hem. Front zip closure.,90.99,USD,jackets,WOMAN,Winter,Wool Blend,China
207518,Aisle,No,clothing,No,914,Zara,https://www.zara.com/us/en/ripped-straight-fit-jeans-p03991404.html,TEXTURED TUXEDO JACKET BEIGE,Sneakers. Made of leather. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Rounded shape. Chunky sole.,59.99,USD,jackets,WOMAN,Spring,Polyester,Spain
215613,End-cap,No,clothing,Yes,932,Zara,https://www.zara.com/us/en/cropped-leather-jacket-p02521104.html,SATIN BAGGY FIT JEANS LIMITED EDITION GREY,Puffer jacket made of shiny finish technical fabric. Fill is a blend of 80% down and 20% feathers. High collar with adjustable hood and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip closure.,25.95,USD,jackets,MAN,Autumn,Wool,Turkey
216068,Aisle,Yes,clothing,Yes,1325,Zara,https://www.zara.com/us/en/oversized-cropped-jacket-limited-edition-p04304672.html,CONTRAST SOLE LEATHER SNEAKERS WHITE,Boxy fit jacket. High collar with adjustable hood and long sleeves with buttoned cuffs. Patch pockets with flaps at chest. Front straps with multi-functional ring. Washed effect. Front hidden zip and snap button closure.,26.95,USD,jackets,WOMAN,Spring,Polyester,Portugal
217925,Aisle,Yes,clothing,No,1170,Zara,https://www.zara.com/us/en/patch-bomber-jacket-p03918330.html,QUILTED CONTRAST SOLE LEATHER SNEAKERS,V-neck sweater with long sleeves. Side vents at hem.,87.99,USD,jackets,WOMAN,Autumn,Wool,Bangladesh
199726,Aisle,Yes,clothing,Yes,1377,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p04302404.html,RIBBED CROPPED BOMBER JACKET LIMITED EDITION IVORY,Flared jeans. Patch pockets with flaps at hip. Patch pocket appliqués at legs. Washed effect. Adjustable hem with zippers. Front zipper and crossover button closure.,20.99,USD,jackets,WOMAN,Autumn,Cotton,Vietnam
203049,End-cap,No,clothing,Yes,901,Zara,https://www.zara.com/us/en/pocket-puffer-jacket-p08281439.html,BELTED KNIT V-NECK SWEATER TAUPE,Jacket made of waxed finish fabric with lightly padded interior. Contrast fabric lapel collar. Long sleeves. Patch pockets at hip. Interior pocket. Slightly cropped length. Front hidden zip and button closure.,19.99,USD,jackets,WOMAN,Autumn,Wool Blend,Turkey
201794,Aisle,No,clothing,No,884,Zara,https://www.zara.com/us/en/textured-weave-overshirt-p01608101.html,KNIT KNIT PEARL SWEATER,Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,39.99,USD,jackets,WOMAN,Autumn,Wool,Brazil
200717,Front of Store,Yes,clothing,No,1433,Zara,https://www.zara.com/us/en/gathered-waist-knit-sweater-p05536012.html,SATIN FLARED FIT CARGO JEANS TAUPE,Baggy jeans. Five pockets. Washed effect. Front zip and button closure.,88.95,USD,jackets,WOMAN,Winter,Denim,Bangladesh
200991,End-cap,No,clothing,Yes,795,Zara,https://www.zara.com/us/en/cotton---linen-blend-jacket-p00706103.html,RIBBED CHUNKY SNEAKERS NAVY,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,49.0,USD,jackets,WOMAN,Spring,Cotton,Cambodia
203976,Front of Store,Yes,clothing,Yes,1289,Zara,https://www.zara.com/us/en/knit-sweater-with-piping-p05536151.html,OVERSIZED SUEDE JACKET BURGUNDY,Jacket made of Italian wool. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,82.99,USD,jackets,WOMAN,Winter,Wool Blend,Pakistan
212224,Aisle,Yes,clothing,Yes,1741,Zara,https://www.zara.com/us/en/high-collar-knit-sweater-p01509118.html,QUILTED QUILTED STRUCTURED OVERSHIRT CHARCOAL,Cropped fit T-shirt with round neck and short sleeves. Contrasting front and back prints. Washed effect.,14.99,USD,jackets,WOMAN,Summer,Cotton,Morocco
217772,End-cap,No,clothing,No,993,Zara,https://www.zara.com/us/en/hooded-quilted-jacket-p00029501.html,EMBROIDERED MULTICOLOR SNEAKERS ECRU,Cropped jacket made with wool blend fabric. High collar and long sleeves with elastic cuffs. Front patch pockets with flaps. Elastic hem. Front snap button closure.,17.99,USD,jackets,WOMAN,Winter,Acrylic,Turkey
201187,Aisle,No,clothing,No,821,Zara,https://www.zara.com/us/en/multicolor-sneakers-p12304320.html,RIBBED BOUCLÉ TEXTURED JACKET IVORY,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,29.95,USD,sweaters,MAN,Spring,Cotton,China
214571,Aisle,No,clothing,Yes,974,Zara,https://www.zara.com/us/en/waxed-effect-plaid-jacket-p04272302.html,SLIM OVERSHIRT,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front zip closure.,74.99,USD,jackets,WOMAN,Winter,Wool,Portugal
208422,End-cap,No,clothing,No,968,Zara,https://www.zara.com/us/en/suit-jacket-p04303266.html,PLEATED WIDE FIT JEANS BEIGE,Flared jeans. Patch pockets with flaps at hip. Patch pocket appliqués at legs. Washed effect. Adjustable hem with zippers. Front zipper and crossover button closure.,64.99,USD,sweaters,WOMAN,Winter,Denim,Morocco
213041,End-cap,No,clothing,Yes,948,Zara,https://www.zara.com/us/en/heart-print-t-shirt-p06224419.html,TEXTURED SUEDE LACELESS SNEAKERS OLIVE,Sneakers. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Quilted back piece. Chunky sole. Retro style.,19.95,USD,jackets,WOMAN,Autumn,Cotton,India
212204,Aisle,Yes,clothing,Yes,1303,Zara,https://www.zara.com/us/en/ribbed-knit-t-shirt-p04805409.html,QUILTED PATCH BOMBER JACKET BROWN,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,16.99,USD,jackets,MAN,Autumn,Viscose,Bangladesh
200836,Aisle,Yes,clothing,Yes,1401,Zara,https://www.zara.com/us/en/woven-leather-slides-p12708320.html,BASIC PUFFER JACKET WHITE,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Front patch pockets. Irregular finished seams. Front button closure.,13.99,USD,sweaters,MAN,Winter,Wool Blend,India
216514,Aisle,Yes,clothing,No,1294,Zara,https://www.zara.com/us/en/chunky-sole-high-top-sneakers-p12104320.html,CROPPED BOUCLÉ TEXTURED JACKET,Relaxed fit overshirt. Lapel collar and long sleeves. Chest patch pocket. Front snap button closure.,17.99,USD,jackets,MAN,Autumn,Wool Blend,Cambodia
